ΠΡΑΞΕΙΣ ΑΠΟΣΤΟΛΩΝ 
Ac 1:1	Τὸν μὲν πρῶτον λόγον ἐποιησάμην περὶ πάντων, ὦ Θεόφιλε, ὧν ἤρξατο ⸀ὁ Ἰησοῦς ποιεῖν τε καὶ διδάσκειν 
Ac 25:6	Διατρίψας δὲ ἐν αὐτοῖς ἡμέρας ⸂οὐ πλείους ὀκτὼ⸃ ἢ δέκα, καταβὰς εἰς Καισάρειαν, τῇ ἐπαύριον καθίσας ἐπὶ τοῦ βήματος ἐκέλευσεν τὸν Παῦλον ἀχθῆναι. 
Ac 25:7	παραγενομένου δὲ αὐτοῦ περιέστησαν ⸀αὐτὸν οἱ ἀπὸ Ἱεροσολύμων καταβεβηκότες Ἰουδαῖοι, πολλὰ καὶ βαρέα αἰτιώματα ⸀καταφέροντες ἃ οὐκ ἴσχυον ἀποδεῖξαι, 
Ac 25:8	⸂τοῦ Παύλου ἀπολογουμένου⸃ ὅτι Οὔτε εἰς τὸν νόμον τῶν Ἰουδαίων οὔτε εἰς τὸ ἱερὸν οὔτε εἰς Καίσαρά τι ἥμαρτον. 
Ac 25:9	ὁ Φῆστος δὲ ⸂θέλων τοῖς Ἰουδαίοις⸃ χάριν καταθέσθαι ἀποκριθεὶς τῷ Παύλῳ εἶπεν· Θέλεις εἰς Ἱεροσόλυμα ἀναβὰς ἐκεῖ περὶ τούτων ⸀κριθῆναι ἐπ’ ἐμοῦ; 
Ac 25:10	εἶπεν δὲ ὁ Παῦλος· ⸂Ἐπὶ τοῦ βήματος Καίσαρος ἑστώς⸃ εἰμι, οὗ με δεῖ κρίνεσθαι. Ἰουδαίους οὐδὲν ⸀ἠδίκησα, ὡς καὶ σὺ κάλλιον ἐπιγινώσκεις. 
Ac 25:11	εἰ μὲν ⸀οὖν ἀδικῶ καὶ ἄξιον θανάτου πέπραχά τι, οὐ παραιτοῦμαι τὸ ἀποθανεῖν· εἰ δὲ οὐδέν ἐστιν ὧν οὗτοι κατηγοροῦσίν μου, οὐδείς με δύναται αὐτοῖς χαρίσασθαι· Καίσαρα ἐπικαλοῦμαι. 
Ac 25:12	τότε ὁ Φῆστος συλλαλήσας μετὰ τοῦ συμβουλίου ἀπεκρίθη· Καίσαρα ἐπικέκλησαι, ἐπὶ Καίσαρα πορεύσῃ. 
Ac 25:13	Ἡμερῶν δὲ διαγενομένων τινῶν Ἀγρίππας ὁ βασιλεὺς καὶ Βερνίκη κατήντησαν εἰς Καισάρειαν ἀσπασάμενοι τὸν Φῆστον. 
Ac 25:14	ὡς δὲ πλείους ἡμέρας ⸀διέτριβον ἐκεῖ, ὁ Φῆστος τῷ βασιλεῖ ἀνέθετο τὰ κατὰ τὸν Παῦλον λέγων· Ἀνήρ τίς ἐστιν καταλελειμμένος ὑπὸ Φήλικος δέσμιος, 
Ac 25:15	περὶ οὗ γενομένου μου εἰς Ἱεροσόλυμα ἐνεφάνισαν οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τῶν Ἰουδαίων, αἰτούμενοι κατ’ αὐτοῦ ⸀καταδίκην· 
Ac 25:16	πρὸς οὓς ἀπεκρίθην ὅτι οὐκ ἔστιν ἔθος Ῥωμαίοις χαρίζεσθαί τινα ⸀ἄνθρωπον πρὶν ἢ ὁ κατηγορούμενος κατὰ πρόσωπον ἔχοι τοὺς κατηγόρους τόπον τε ἀπολογίας λάβοι περὶ τοῦ ἐγκλήματος. 
Ac 25:17	συνελθόντων ⸀οὖν ἐνθάδε ἀναβολὴν μηδεμίαν ποιησάμενος τῇ ἑξῆς καθίσας ἐπὶ τοῦ βήματος ἐκέλευσα ἀχθῆναι τὸν ἄνδρα· 
Ac 25:18	περὶ οὗ σταθέντες οἱ κατήγοροι οὐδεμίαν αἰτίαν ⸀ἔφερον ὧν ⸂ἐγὼ ὑπενόουν⸃ ⸀πονηρῶν, 
Ac 25:19	ζητήματα δέ τινα περὶ τῆς ἰδίας δεισιδαιμονίας εἶχον πρὸς αὐτὸν καὶ περί τινος Ἰησοῦ τεθνηκότος, ὃν ἔφασκεν ὁ Παῦλος ζῆν. 
Ac 25:20	ἀπορούμενος δὲ ἐγὼ τὴν περὶ ⸀τούτων ζήτησιν ἔλεγον εἰ βούλοιτο πορεύεσθαι εἰς ⸀Ἱεροσόλυμα κἀκεῖ κρίνεσθαι περὶ τούτων. 
Ac 25:21	τοῦ δὲ Παύλου ἐπικαλεσαμένου τηρηθῆναι αὐτὸν εἰς τὴν τοῦ Σεβαστοῦ διάγνωσιν, ἐκέλευσα τηρεῖσθαι αὐτὸν ἕως οὗ ⸀ἀναπέμψω αὐτὸν πρὸς Καίσαρα. 
Ac 25:22	Ἀγρίππας δὲ πρὸς τὸν ⸀Φῆστον· Ἐβουλόμην καὶ αὐτὸς τοῦ ἀνθρώπου ἀκοῦσαι. ⸀Αὔριον, φησίν, ἀκούσῃ αὐτοῦ. 
Ac 25:23	Τῇ οὖν ἐπαύριον ἐλθόντος τοῦ Ἀγρίππα καὶ τῆς Βερνίκης μετὰ πολλῆς φαντασίας καὶ εἰσελθόντων εἰς τὸ ἀκροατήριον σύν ⸀τε χιλιάρχοις καὶ ἀνδράσιν τοῖς κατ’ ⸀ἐξοχὴν τῆς πόλεως καὶ κελεύσαντος τοῦ Φήστου ἤχθη ὁ Παῦλος. 
Ac 25:24	καί φησιν ὁ Φῆστος· Ἀγρίππα βασιλεῦ καὶ πάντες οἱ συμπαρόντες ἡμῖν ἄνδρες, θεωρεῖτε τοῦτον περὶ οὗ ⸀ἅπαν τὸ πλῆθος τῶν Ἰουδαίων ⸀ἐνέτυχόν μοι ἔν τε Ἱεροσολύμοις καὶ ἐνθάδε, ⸀βοῶντες μὴ δεῖν ⸂αὐτὸν ζῆν⸃ μηκέτι. 
Ac 25:25	ἐγὼ δὲ ⸀κατελαβόμην μηδὲν ἄξιον ⸂αὐτὸν θανάτου⸃ πεπραχέναι, ⸀αὐτοῦ δὲ τούτου ἐπικαλεσαμένου τὸν Σεβαστὸν ἔκρινα ⸀πέμπειν. 
Ac 25:26	περὶ οὗ ἀσφαλές τι γράψαι τῷ κυρίῳ οὐκ ἔχω· διὸ προήγαγον αὐτὸν ἐφ’ ὑμῶν καὶ μάλιστα ἐπὶ σοῦ, βασιλεῦ Ἀγρίππα, ὅπως τῆς ἀνακρίσεως γενομένης σχῶ τί ⸀γράψω· 
Ac 25:27	ἄλογον γάρ μοι δοκεῖ πέμποντα δέσμιον μὴ καὶ τὰς κατ’ αὐτοῦ αἰτίας σημᾶναι. 
Ac 26:1	Ἀγρίππας δὲ πρὸς τὸν Παῦλον ἔφη· Ἐπιτρέπεταί σοι ⸀ὑπὲρ σεαυτοῦ λέγειν. τότε ὁ Παῦλος ⸂ἐκτείνας τὴν χεῖρα ἀπελογεῖτο⸃· 
Ac 26:2	Περὶ πάντων ὧν ἐγκαλοῦμαι ὑπὸ Ἰουδαίων, βασιλεῦ Ἀγρίππα, ἥγημαι ἐμαυτὸν μακάριον ἐπὶ σοῦ μέλλων ⸂σήμερον ἀπολογεῖσθαι⸃, 
Ac 26:3	μάλιστα γνώστην ὄντα σε πάντων τῶν κατὰ Ἰουδαίους ⸀ἐθῶν τε καὶ ζητημάτων· διὸ ⸀δέομαι μακροθύμως ἀκοῦσαί μου. 
Ac 26:4	Τὴν μὲν οὖν βίωσίν μου ⸀τὴν ἐκ νεότητος τὴν ἀπ’ ἀρχῆς γενομένην ἐν τῷ ἔθνει μου ἔν ⸀τε Ἱεροσολύμοις ἴσασι ⸀πάντες Ἰουδαῖοι, 
Ac 26:5	προγινώσκοντές με ἄνωθεν, ἐὰν θέλωσι μαρτυρεῖν, ὅτι κατὰ τὴν ἀκριβεστάτην αἵρεσιν τῆς ἡμετέρας θρησκείας ἔζησα Φαρισαῖος. 
Ac 26:6	καὶ νῦν ἐπ’ ἐλπίδι τῆς ⸀εἰς τοὺς πατέρας ⸀ἡμῶν ἐπαγγελίας γενομένης ὑπὸ τοῦ θεοῦ ἕστηκα κρινόμενος, 
Ac 26:7	εἰς ἣν τὸ δωδεκάφυλον ἡμῶν ἐν ἐκτενείᾳ νύκτα καὶ ἡμέραν λατρεῦον ἐλπίζει καταντῆσαι· περὶ ἧς ἐλπίδος ἐγκαλοῦμαι ⸂ὑπὸ Ἰουδαίων, βασιλεῦ⸃· 
Ac 26:8	τί ἄπιστον κρίνεται παρ’ ὑμῖν εἰ ὁ θεὸς νεκροὺς ἐγείρει; 
Ac 26:9	Ἐγὼ μὲν οὖν ἔδοξα ἐμαυτῷ πρὸς τὸ ὄνομα Ἰησοῦ τοῦ Ναζωραίου δεῖν πολλὰ ἐναντία πρᾶξαι· 
Ac 26:10	ὃ καὶ ἐποίησα ἐν Ἱεροσολύμοις, καὶ πολλούς ⸀τε τῶν ἁγίων ἐγὼ ⸀ἐν φυλακαῖς κατέκλεισα τὴν παρὰ τῶν ἀρχιερέων ἐξουσίαν λαβών, ἀναιρουμένων τε αὐτῶν κατήνεγκα ψῆφον, 
Ac 26:11	καὶ κατὰ πάσας τὰς συναγωγὰς πολλάκις τιμωρῶν αὐτοὺς ἠνάγκαζον βλασφημεῖν, περισσῶς τε ἐμμαινόμενος αὐτοῖς ἐδίωκον ἕως καὶ εἰς τὰς ἔξω πόλεις. 
Ac 26:12	Ἐν ⸀οἷς πορευόμενος εἰς τὴν Δαμασκὸν μετ’ ἐξουσίας καὶ ἐπιτροπῆς ⸀τῆς τῶν ἀρχιερέων 
Ac 26:13	ἡμέρας μέσης κατὰ τὴν ὁδὸν εἶδον, βασιλεῦ, οὐρανόθεν ὑπὲρ τὴν λαμπρότητα τοῦ ἡλίου περιλάμψαν με φῶς καὶ τοὺς σὺν ἐμοὶ πορευομένους· 
Ac 26:14	πάντων ⸀τε καταπεσόντων ἡμῶν εἰς τὴν γῆν ἤκουσα φωνὴν ⸀λέγουσαν πρός ⸀με τῇ Ἑβραΐδι διαλέκτῳ· Σαοὺλ Σαούλ, τί με διώκεις; σκληρόν σοι πρὸς κέντρα λακτίζειν. 
Ac 26:15	ἐγὼ δὲ εἶπα· Τίς εἶ, κύριε; ὁ δὲ ⸀κύριος εἶπεν· Ἐγώ εἰμι Ἰησοῦς ὃν σὺ διώκεις· 
Ac 26:16	ἀλλὰ ἀνάστηθι καὶ στῆθι ἐπὶ τοὺς πόδας σου· εἰς τοῦτο γὰρ ὤφθην σοι, προχειρίσασθαί σε ὑπηρέτην καὶ μάρτυρα ὧν τε εἶδές ⸀με ὧν τε ὀφθήσομαί σοι, 
Ac 26:17	ἐξαιρούμενός σε ἐκ τοῦ λαοῦ καὶ ⸀ἐκ τῶν ἐθνῶν, εἰς οὓς ἐγὼ ⸂ἀποστέλλω σε⸃ 
Ac 26:18	ἀνοῖξαι ὀφθαλμοὺς αὐτῶν, τοῦ ⸀ἐπιστρέψαι ἀπὸ σκότους εἰς φῶς καὶ τῆς ἐξουσίας τοῦ Σατανᾶ ἐπὶ τὸν θεόν, τοῦ λαβεῖν αὐτοὺς ἄφεσιν ἁμαρτιῶν καὶ κλῆρον ἐν τοῖς ἡγιασμένοις πίστει τῇ εἰς ἐμέ. 
Ac 26:19	Ὅθεν, βασιλεῦ Ἀγρίππα, οὐκ ἐγενόμην ἀπειθὴς τῇ οὐρανίῳ ὀπτασίᾳ, 
Ac 26:20	ἀλλὰ τοῖς ἐν Δαμασκῷ πρῶτόν ⸀τε καὶ Ἱεροσολύμοις, ⸀πᾶσάν τε τὴν χώραν τῆς Ἰουδαίας, καὶ τοῖς ἔθνεσιν ⸀ἀπήγγελλον μετανοεῖν καὶ ἐπιστρέφειν ἐπὶ τὸν θεόν, ἄξια τῆς μετανοίας ἔργα πράσσοντας. 
Ac 26:21	ἕνεκα τούτων ⸂με Ἰουδαῖοι⸃ ⸀συλλαβόμενοι ἐν τῷ ἱερῷ ἐπειρῶντο διαχειρίσασθαι. 
Ac 26:22	ἐπικουρίας οὖν τυχὼν τῆς ⸀ἀπὸ τοῦ θεοῦ ἄχρι τῆς ἡμέρας ταύτης ἕστηκα μαρτυρόμενος μικρῷ τε καὶ μεγάλῳ, οὐδὲν ἐκτὸς λέγων ὧν τε οἱ προφῆται ἐλάλησαν μελλόντων γίνεσθαι καὶ Μωϋσῆς, 
Ac 26:23	εἰ παθητὸς ὁ χριστός, εἰ πρῶτος ἐξ ἀναστάσεως νεκρῶν φῶς μέλλει καταγγέλλειν τῷ ⸀τε λαῷ καὶ τοῖς ἔθνεσιν. 
Ac 26:24	Ταῦτα δὲ αὐτοῦ ἀπολογουμένου ὁ Φῆστος μεγάλῃ τῇ φωνῇ ⸀φησιν· Μαίνῃ, Παῦλε· τὰ πολλά σε γράμματα εἰς μανίαν περιτρέπει. 
Ac 26:25	ὁ δὲ ⸀Παῦλος· Οὐ μαίνομαι, φησίν, κράτιστε Φῆστε, ἀλλὰ ἀληθείας καὶ σωφροσύνης ῥήματα ἀποφθέγγομαι. 
Ac 26:26	ἐπίσταται γὰρ περὶ τούτων ὁ βασιλεύς, πρὸς ὃν ⸀καὶ παρρησιαζόμενος λαλῶ· λανθάνειν γὰρ ⸀αὐτὸν τούτων οὐ πείθομαι ⸀οὐθέν, οὐ γάρ ⸀ἐστιν ἐν γωνίᾳ πεπραγμένον τοῦτο. 
Ac 26:27	πιστεύεις, βασιλεῦ Ἀγρίππα, τοῖς προφήταις; οἶδα ὅτι πιστεύεις. 
Ac 26:28	ὁ δὲ Ἀγρίππας πρὸς τὸν ⸀Παῦλον· Ἐν ὀλίγῳ με πείθεις Χριστιανὸν ⸀ποιῆσαι. 
Ac 26:29	ὁ δὲ ⸀Παῦλος· Εὐξαίμην ἂν τῷ θεῷ καὶ ἐν ὀλίγῳ καὶ ἐν ⸀μεγάλῳ οὐ μόνον σὲ ἀλλὰ καὶ πάντας τοὺς ἀκούοντάς μου σήμερον γενέσθαι τοιούτους ὁποῖος καὶ ἐγώ εἰμι παρεκτὸς τῶν δεσμῶν τούτων. 
Ac 26:30	⸀Ἀνέστη ⸀τε ὁ βασιλεὺς καὶ ὁ ἡγεμὼν ἥ τε Βερνίκη καὶ οἱ συγκαθήμενοι αὐτοῖς, 
Ac 26:31	καὶ ἀναχωρήσαντες ἐλάλουν πρὸς ἀλλήλους λέγοντες ὅτι Οὐδὲν θανάτου ⸂ἢ δεσμῶν ἄξιον⸃ ⸀τι πράσσει ὁ ἄνθρωπος οὗτος. 
Ac 26:32	Ἀγρίππας δὲ τῷ Φήστῳ ἔφη· Ἀπολελύσθαι ἐδύνατο ὁ ἄνθρωπος οὗτος εἰ μὴ ἐπεκέκλητο Καίσαρα. 
Ac 27:1	Ὡς δὲ ἐκρίθη τοῦ ἀποπλεῖν ἡμᾶς εἰς τὴν Ἰταλίαν, παρεδίδουν τόν τε Παῦλον καί τινας ἑτέρους δεσμώτας ἑκατοντάρχῃ ὀνόματι Ἰουλίῳ σπείρης Σεβαστῆς. 
Ac 27:2	ἐπιβάντες δὲ πλοίῳ Ἀδραμυττηνῷ ⸀μέλλοντι πλεῖν ⸀εἰς τοὺς κατὰ τὴν Ἀσίαν τόπους ἀνήχθημεν ὄντος σὺν ἡμῖν Ἀριστάρχου Μακεδόνος Θεσσαλονικέως· 
Ac 27:3	τῇ τε ἑτέρᾳ κατήχθημεν εἰς Σιδῶνα, φιλανθρώπως τε ὁ Ἰούλιος τῷ Παύλῳ χρησάμενος ἐπέτρεψεν πρὸς τοὺς φίλους ⸀πορευθέντι ἐπιμελείας τυχεῖν. 
Ac 27:4	κἀκεῖθεν ἀναχθέντες ὑπεπλεύσαμεν τὴν Κύπρον διὰ τὸ τοὺς ἀνέμους εἶναι ἐναντίους, 
Ac 27:5	τό τε πέλαγος τὸ κατὰ τὴν Κιλικίαν καὶ Παμφυλίαν διαπλεύσαντες κατήλθομεν εἰς Μύρα τῆς Λυκίας. 
Ac 27:6	κἀκεῖ εὑρὼν ὁ ⸀ἑκατοντάρχης πλοῖον Ἀλεξανδρῖνον πλέον εἰς τὴν Ἰταλίαν ἐνεβίβασεν ἡμᾶς εἰς αὐτό. 
Ac 27:7	ἐν ἱκαναῖς δὲ ἡμέραις βραδυπλοοῦντες καὶ μόλις γενόμενοι κατὰ τὴν Κνίδον, μὴ προσεῶντος ἡμᾶς τοῦ ἀνέμου, ὑπεπλεύσαμεν τὴν Κρήτην κατὰ Σαλμώνην, 
Ac 27:8	μόλις τε παραλεγόμενοι αὐτὴν ἤλθομεν εἰς τόπον τινὰ καλούμενον Καλοὺς Λιμένας ᾧ ἐγγὺς ⸂ἦν πόλις⸃ ⸀Λασαία. 
Ac 27:9	Ἱκανοῦ δὲ χρόνου διαγενομένου καὶ ὄντος ἤδη ἐπισφαλοῦς τοῦ πλοὸς διὰ τὸ καὶ τὴν νηστείαν ἤδη παρεληλυθέναι, παρῄνει ὁ Παῦλος 
Ac 27:10	λέγων αὐτοῖς· Ἄνδρες, θεωρῶ ὅτι μετὰ ὕβρεως καὶ πολλῆς ζημίας οὐ μόνον τοῦ φορτίου καὶ τοῦ πλοίου ἀλλὰ καὶ τῶν ψυχῶν ἡμῶν μέλλειν ἔσεσθαι τὸν πλοῦν. 
Ac 27:11	ὁ δὲ ἑκατοντάρχης τῷ κυβερνήτῃ καὶ τῷ ναυκλήρῳ ⸂μᾶλλον ἐπείθετο⸃ ἢ τοῖς ⸀ὑπὸ Παύλου λεγομένοις. 
Ac 27:12	ἀνευθέτου δὲ τοῦ λιμένος ὑπάρχοντος πρὸς παραχειμασίαν οἱ πλείονες ἔθεντο βουλὴν ἀναχθῆναι ⸀ἐκεῖθεν, εἴ πως δύναιντο καταντήσαντες εἰς Φοίνικα παραχειμάσαι, λιμένα τῆς Κρήτης βλέποντα κατὰ λίβα καὶ κατὰ χῶρον. 
Ac 27:13	Ὑποπνεύσαντος δὲ νότου δόξαντες τῆς προθέσεως κεκρατηκέναι ἄραντες ἆσσον παρελέγοντο τὴν Κρήτην. 
Ac 27:14	μετ’ οὐ πολὺ δὲ ἔβαλεν κατ’ αὐτῆς ἄνεμος τυφωνικὸς ὁ καλούμενος ⸀Εὐρακύλων· 
Ac 27:15	συναρπασθέντος δὲ τοῦ πλοίου καὶ μὴ δυναμένου ἀντοφθαλμεῖν τῷ ἀνέμῳ ἐπιδόντες ἐφερόμεθα. 
Ac 27:16	νησίον δέ τι ὑποδραμόντες καλούμενον ⸀Καῦδα ⸂ἰσχύσαμεν μόλις⸃ περικρατεῖς γενέσθαι τῆς σκάφης, 
Ac 27:17	ἣν ἄραντες βοηθείαις ἐχρῶντο ὑποζωννύντες τὸ πλοῖον· φοβούμενοί τε μὴ εἰς τὴν Σύρτιν ἐκπέσωσιν, χαλάσαντες τὸ σκεῦος, οὕτως ἐφέροντο. 
Ac 27:18	σφοδρῶς δὲ χειμαζομένων ἡμῶν τῇ ἑξῆς ἐκβολὴν ἐποιοῦντο, 
Ac 27:19	καὶ τῇ τρίτῃ αὐτόχειρες τὴν σκευὴν τοῦ πλοίου ⸀ἔρριψαν. 
Ac 27:20	μήτε δὲ ἡλίου μήτε ἄστρων ἐπιφαινόντων ἐπὶ πλείονας ἡμέρας, χειμῶνός τε οὐκ ὀλίγου ἐπικειμένου, λοιπὸν περιῃρεῖτο ⸂ἐλπὶς πᾶσα⸃ τοῦ σῴζεσθαι ἡμᾶς. 
Ac 27:21	Πολλῆς ⸀τε ἀσιτίας ὑπαρχούσης τότε σταθεὶς ὁ Παῦλος ἐν μέσῳ αὐτῶν εἶπεν· Ἔδει μέν, ὦ ἄνδρες, πειθαρχήσαντάς μοι μὴ ἀνάγεσθαι ἀπὸ τῆς Κρήτης κερδῆσαί τε τὴν ὕβριν ταύτην καὶ τὴν ζημίαν. 
